source,target,sign,interaction_type,resource,source_type,target_type,locations
Metab__CHEBI:15422_c,Gene1749__Q9QZE5,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:15422_g,Gene1749__Q9QZE5,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Gene1749__Q9QZE5,Metab__CHEBI:15422_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1749__Q9QZE5,Metab__CHEBI:15422_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Metab__CHEBI:15422_c,Gene1749__Q9QXK3,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:15422_g,Gene1749__Q9QXK3,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Gene1749__Q9QXK3,Metab__CHEBI:15422_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1749__Q9QXK3,Metab__CHEBI:15422_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Metab__CHEBI:G00154_r,Gene1750__orphanReacMAR07201,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('r',)"
Gene1750__orphanReacMAR07201,Metab__CHEBI:G00154_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Metab__CHEBI:17200_c,Gene1751__orphanReacMAR07204,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:17200_g,Gene1751__orphanReacMAR07204,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Metab__CHEBI:16695_c,Gene1751__orphanReacMAR07204,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:16695_g,Gene1751__orphanReacMAR07204,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Gene1751__orphanReacMAR07204,Metab__CHEBI:17200_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1751__orphanReacMAR07204,Metab__CHEBI:17200_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Gene1751__orphanReacMAR07204,Metab__CHEBI:16695_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1751__orphanReacMAR07204,Metab__CHEBI:16695_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Metab__CHEBI:17345_c,Gene1752__orphanReacMAR07331,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:17345_g,Gene1752__orphanReacMAR07331,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Gene1752__orphanReacMAR07331,Metab__CHEBI:17345_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1752__orphanReacMAR07331,Metab__CHEBI:17345_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Metab__CHEBI:16650_c,Gene1753__Q9R0M8,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:16650_g,Gene1753__Q9R0M8,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Metab__CHEBI:16695_c,Gene1753__Q9R0M8,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:16695_g,Gene1753__Q9R0M8,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Metab__CHEBI:16695_r,Gene1753__Q9R0M8,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('r',)"
Gene1753__Q9R0M8,Metab__CHEBI:16650_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1753__Q9R0M8,Metab__CHEBI:16650_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Gene1753__Q9R0M8,Metab__CHEBI:16695_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1753__Q9R0M8,Metab__CHEBI:16695_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Metab__CHEBI:16264_c,Gene1754__Q762D5,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:16264_g,Gene1754__Q762D5,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Gene1754__Q762D5,Metab__CHEBI:16264_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1754__Q762D5,Metab__CHEBI:16264_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Gene1754__Q762D5,Metab__CHEBI:16264_r,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('r',)"
Metab__CHEBI:16264_c,Gene1755__orphanReacMAR07435,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene1755__orphanReacMAR07435,Metab__CHEBI:16264_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Metab__CHEBI:17361_c,Gene1756__Q61420,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:17361_g,Gene1756__Q61420,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Gene1756__Q61420,Metab__CHEBI:17361_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1756__Q61420,Metab__CHEBI:17361_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Metab__CHEBI:24636_c,Gene1757__Q8BLV3,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:24636_g,Gene1757__Q8BLV3,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Metab__CHEBI:26216_c,Gene1757__Q8BLV3,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:26216_g,Gene1757__Q8BLV3,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Gene1757__Q8BLV3,Metab__CHEBI:24636_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1757__Q8BLV3,Metab__CHEBI:24636_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Gene1757__Q8BLV3,Metab__CHEBI:26216_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1757__Q8BLV3,Metab__CHEBI:26216_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Metab__CHEBI:24636_c,Gene1757__Q8R4D1,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:24636_g,Gene1757__Q8R4D1,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Metab__CHEBI:26216_c,Gene1757__Q8R4D1,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:26216_g,Gene1757__Q8R4D1,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Gene1757__Q8R4D1,Metab__CHEBI:24636_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1757__Q8R4D1,Metab__CHEBI:24636_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Gene1757__Q8R4D1,Metab__CHEBI:26216_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1757__Q8R4D1,Metab__CHEBI:26216_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Metab__CHEBI:29101_c,Gene1758__Q8BLV3,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:29101_g,Gene1758__Q8BLV3,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Gene1758__Q8BLV3,Metab__CHEBI:29101_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1758__Q8BLV3,Metab__CHEBI:29101_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Metab__CHEBI:29101_c,Gene1758__Q8R4D1,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:29101_g,Gene1758__Q8R4D1,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Gene1758__Q8R4D1,Metab__CHEBI:29101_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1758__Q8R4D1,Metab__CHEBI:29101_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Metab__CHEBI:17009_c,Gene1759__Q8BLX4,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:17009_g,Gene1759__Q8BLX4,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Metab__CHEBI:17345_c,Gene1759__Q8BLX4,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:17345_g,Gene1759__Q8BLX4,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Gene1759__Q8BLX4,Metab__CHEBI:17009_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1759__Q8BLX4,Metab__CHEBI:17009_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Gene1759__Q8BLX4,Metab__CHEBI:17345_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1759__Q8BLX4,Metab__CHEBI:17345_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Metab__CHEBI:17980_c,Gene1760__Q91ZN5,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:17980_g,Gene1760__Q91ZN5,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Gene1760__Q91ZN5,Metab__CHEBI:17980_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1760__Q91ZN5,Metab__CHEBI:17980_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Metab__CHEBI:17552_c,Gene1761__O35345,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:17552_g,Gene1761__O35345,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Metab__CHEBI:24636_c,Gene1761__O35345,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:24636_g,Gene1761__O35345,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Gene1761__O35345,Metab__CHEBI:17552_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1761__O35345,Metab__CHEBI:17552_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Gene1761__O35345,Metab__CHEBI:24636_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1761__O35345,Metab__CHEBI:24636_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Metab__CHEBI:17552_c,Gene1761__Q924Z6,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:17552_g,Gene1761__Q924Z6,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Metab__CHEBI:24636_c,Gene1761__Q924Z6,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:24636_g,Gene1761__Q924Z6,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Gene1761__Q924Z6,Metab__CHEBI:17552_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1761__Q924Z6,Metab__CHEBI:17552_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Gene1761__Q924Z6,Metab__CHEBI:24636_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1761__Q924Z6,Metab__CHEBI:24636_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Metab__CHEBI:17552_c,Gene1761__Q9EPK7,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:17552_g,Gene1761__Q9EPK7,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Metab__CHEBI:24636_c,Gene1761__Q9EPK7,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:24636_g,Gene1761__Q9EPK7,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Gene1761__Q9EPK7,Metab__CHEBI:17552_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1761__Q9EPK7,Metab__CHEBI:17552_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Gene1761__Q9EPK7,Metab__CHEBI:24636_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1761__Q9EPK7,Metab__CHEBI:24636_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Metab__CHEBI:16349_c,Gene1762__Q91V61,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:16349_g,Gene1762__Q91V61,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Gene1762__Q91V61,Metab__CHEBI:16349_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1762__Q91V61,Metab__CHEBI:16349_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Metab__CHEBI:24636_c,Gene1763__orphanReacMAR07793,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:24636_g,Gene1763__orphanReacMAR07793,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Gene1763__orphanReacMAR07793,Metab__CHEBI:24636_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1763__orphanReacMAR07793,Metab__CHEBI:24636_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Metab__CHEBI:16356_c,Gene1764__orphanReacMAR08084,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:16356_g,Gene1764__orphanReacMAR08084,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Gene1764__orphanReacMAR08084,Metab__CHEBI:16356_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1764__orphanReacMAR08084,Metab__CHEBI:16356_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Metab__CHEBI:17489_c,Gene1765__orphanReacMAR08086,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:17489_g,Gene1765__orphanReacMAR08086,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Gene1765__orphanReacMAR08086,Metab__CHEBI:17489_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1765__orphanReacMAR08086,Metab__CHEBI:17489_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Metab__CHEBI:17950_c,Gene1766__orphanReacMAR08145,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:17950_g,Gene1766__orphanReacMAR08145,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Gene1766__orphanReacMAR08145,Metab__CHEBI:17950_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1766__orphanReacMAR08145,Metab__CHEBI:17950_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Metab__CHEBI:18368_c,Gene1767__Q9EQG9,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:18368_g,Gene1767__Q9EQG9,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Gene1767__Q9EQG9,Metab__CHEBI:18368_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1767__Q9EQG9,Metab__CHEBI:18368_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Gene1767__Q9EQG9,Metab__CHEBI:18368_r,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('r',)"
Metab__CHEBI:28800_c,Gene1768__orphanReacMAR08193,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:28800_g,Gene1768__orphanReacMAR08193,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Gene1768__orphanReacMAR08193,Metab__CHEBI:28800_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1768__orphanReacMAR08193,Metab__CHEBI:28800_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Metab__CHEBI:12947_c,Gene1769__orphanReacMAR08205,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:12947_g,Gene1769__orphanReacMAR08205,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Gene1769__orphanReacMAR08205,Metab__CHEBI:12947_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1769__orphanReacMAR08205,Metab__CHEBI:12947_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Metab__CHEBI:143595_c,Gene1770__orphanReacMAR08215,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:143595_g,Gene1770__orphanReacMAR08215,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Gene1770__orphanReacMAR08215,Metab__CHEBI:143595_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1770__orphanReacMAR08215,Metab__CHEBI:143595_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Metab__CHEBI:17636_c,Gene1771__orphanReacMAR08241,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:17636_g,Gene1771__orphanReacMAR08241,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Gene1771__orphanReacMAR08241,Metab__CHEBI:17636_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1771__orphanReacMAR08241,Metab__CHEBI:17636_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Metab__CHEBI:18132_c,Gene1772__orphanReacMAR08243,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:18132_g,Gene1772__orphanReacMAR08243,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Gene1772__orphanReacMAR08243,Metab__CHEBI:18132_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1772__orphanReacMAR08243,Metab__CHEBI:18132_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Metab__CHEBI:15354_c,Gene1773__orphanReacMAR08524,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:15354_g,Gene1773__orphanReacMAR08524,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Gene1773__orphanReacMAR08524,Metab__CHEBI:15354_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1773__orphanReacMAR08524,Metab__CHEBI:15354_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Metab__CHEBI:16038_c,Gene1774__orphanReacMAR08527,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:16038_g,Gene1774__orphanReacMAR08527,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Gene1774__orphanReacMAR08527,Metab__CHEBI:16038_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1774__orphanReacMAR08527,Metab__CHEBI:16038_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Metab__CHEBI:16526_c,Gene1775__orphanReacMAR08673,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:16526_g,Gene1775__orphanReacMAR08673,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Gene1775__orphanReacMAR08673,Metab__CHEBI:16526_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1775__orphanReacMAR08673,Metab__CHEBI:16526_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Metab__CHEBI:17985_g,Gene1776__orphanReacMAR08793,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Gene1776__orphanReacMAR08793,Metab__CHEBI:17985_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:18367_g,Gene1777__orphanReacMAR08834,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Gene1777__orphanReacMAR08834,Metab__CHEBI:18367_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:67119_c,Gene1778__orphanReacMAR08856,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene1778__orphanReacMAR08856,Metab__CHEBI:67119_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Metab__CHEBI:18066_c,Gene1779__Q8R1T4,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:18066_g,Gene1779__Q8R1T4,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Gene1779__Q8R1T4,Metab__CHEBI:18066_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1779__Q8R1T4,Metab__CHEBI:18066_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Metab__CHEBI:18066_c,Gene1779__Q8CIA5,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:18066_g,Gene1779__Q8CIA5,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Gene1779__Q8CIA5,Metab__CHEBI:18066_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1779__Q8CIA5,Metab__CHEBI:18066_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Metab__CHEBI:18066_c,Gene1779__Q762D5,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:18066_g,Gene1779__Q762D5,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Gene1779__Q762D5,Metab__CHEBI:18066_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1779__Q762D5,Metab__CHEBI:18066_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Metab__CHEBI:27515_c,Gene1780__orphanReacMAR08902,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:27515_g,Gene1780__orphanReacMAR08902,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Gene1780__orphanReacMAR08902,Metab__CHEBI:27515_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1780__orphanReacMAR08902,Metab__CHEBI:27515_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Metab__CHEBI:27691_c,Gene1781__orphanReacMAR08904,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:27691_g,Gene1781__orphanReacMAR08904,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Gene1781__orphanReacMAR08904,Metab__CHEBI:27691_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1781__orphanReacMAR08904,Metab__CHEBI:27691_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Metab__CHEBI:4208_g,Gene1782__orphanReacMAR08920,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Gene1782__orphanReacMAR08920,Metab__CHEBI:4208_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:29105_c,Gene1783__Q8BJM5,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene1783__Q8BJM5,Metab__CHEBI:29105_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Metab__CHEBI:29105_c,Gene1783__Q9JKN1,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Gene1783__Q9JKN1,Metab__CHEBI:29105_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Metab__CHEBI:17815_g,Gene1784__orphanReacMAR09664,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Gene1784__orphanReacMAR09664,Metab__CHEBI:17815_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:16027_c,Gene1785__orphanReacMAR09665,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:16027_g,Gene1785__orphanReacMAR09665,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Gene1785__orphanReacMAR09665,Metab__CHEBI:16027_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
Gene1785__orphanReacMAR09665,Metab__CHEBI:16027_g,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('g',)"
Metab__CHEBI:16337_g,Gene1786__orphanReacMAR09666,1,catalysis,GEM_transporter:Mouse-GEM,small_molecule,protein,"('g',)"
Gene1786__orphanReacMAR09666,Metab__CHEBI:16337_c,1,catalysis,GEM_transporter:Mouse-GEM,protein,small_molecule,"('c',)"
